Id,Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price
8060,Jet Airways,12/05/2019,Banglore,Delhi,BLR → DEL,19:50,22:50,3h,non-stop,In-flight meal not included,3502
8061,IndiGo,15/03/2019,Mumbai,Hyderabad,BOM → HYD,02:30,04:00,1h 30m,non-stop,No info,3342
8062,IndiGo,21/03/2019,Banglore,New Delhi,BLR → DEL,06:00,08:45,2h 45m,non-stop,No info,5734
8063,SpiceJet,6/06/2019,Kolkata,Banglore,CCU → IXB → BLR,15:55,21:25,5h 30m,1 stop,No info,8224
8064,SpiceJet,6/03/2019,Delhi,Cochin,DEL → MAA → COK,06:10,11:20,5h 10m,1 stop,No info,9748
8065,Jet Airways,21/03/2019,Delhi,Cochin,DEL → AMD → BOM → COK,19:10,04:25 23 Mar,33h 15m,2 stops,In-flight meal not included,8834
8066,GoAir,6/05/2019,Kolkata,Banglore,CCU → AMD → BLR,16:40,00:15 07 May,7h 35m,1 stop,No info,7102
8067,Multiple carriers,15/05/2019,Delhi,Cochin,DEL → BOM → COK,13:00,01:30 16 May,12h 30m,1 stop,No info,13727
8068,Jet Airways,18/03/2019,Banglore,New Delhi,BLR → BOM → DEL,11:40,09:30 16 Mar,21h 50m,1 stop,In-flight meal not included,11087
8069,Jet Airways,15/06/2019,Delhi,Cochin,DEL → JAI → BOM → COK,09:40,04:25 16 Jun,18h 45m,2 stops,In-flight meal not included,10368
8070,Jet Airways,1/06/2019,Banglore,Delhi,BLR → DEL,06:00,08:45,2h 45m,non-stop,In-flight meal not included,7229
8071,Jet Airways,15/06/2019,Delhi,Cochin,DEL → BOM → COK,18:15,19:00 16 Jun,24h 45m,1 stop,In-flight meal not included,10262
8072,IndiGo,15/04/2019,Banglore,Delhi,BLR → DEL,20:00,22:50,2h 50m,non-stop,No info,4823
8073,IndiGo,24/05/2019,Kolkata,Banglore,CCU → BLR,04:40,07:15,2h 35m,non-stop,No info,4804
8074,IndiGo,6/06/2019,Delhi,Cochin,DEL → PNQ → COK,23:30,04:35 07 Jun,5h 5m,1 stop,No info,10112
8075,Jet Airways,27/05/2019,Banglore,Delhi,BLR → DEL,06:00,08:45,2h 45m,non-stop,No info,7229
8076,Jet Airways,24/05/2019,Kolkata,Banglore,CCU → DEL → BLR,17:00,22:05 25 May,29h 5m,1 stop,No info,13067
8077,Jet Airways,3/06/2019,Delhi,Cochin,DEL → BOM → COK,14:00,04:25 04 Jun,14h 25m,1 stop,No info,14714
8078,Air India,3/06/2019,Delhi,Cochin,DEL → BLR → COK,09:45,23:00,13h 15m,1 stop,No info,8907
8079,Jet Airways,9/04/2019,Banglore,Delhi,BLR → DEL,11:10,14:05,2h 55m,non-stop,No info,7229
8080,Multiple carriers,3/03/2019,Delhi,Cochin,DEL → IXU → BOM → COK,17:50,01:35 04 Mar,7h 45m,2 stops,No info,24528
8081,IndiGo,3/06/2019,Delhi,Cochin,DEL → BOM → COK,04:55,21:00,16h 5m,1 stop,No info,6838
8082,Multiple carriers,12/06/2019,Delhi,Cochin,DEL → BOM → COK,07:05,21:00,13h 55m,1 stop,In-flight meal not included,10406
8083,Vistara,6/03/2019,Mumbai,Hyderabad,BOM → DEL → HYD,21:55,09:25 07 Mar,11h 30m,1 stop,No info,12395
8084,Air India,6/05/2019,Kolkata,Banglore,CCU → DEL → BLR,20:30,20:25 07 May,23h 55m,1 stop,No info,10203
8085,IndiGo,12/05/2019,Mumbai,Hyderabad,BOM → HYD,06:25,07:55,1h 30m,non-stop,No info,4049
8086,Jet Airways,9/06/2019,Kolkata,Banglore,CCU → DEL → BLR,20:25,18:00 10 Jun,21h 35m,1 stop,No info,13401
8087,Air India,9/05/2019,Delhi,Cochin,DEL → JAI → BOM → COK,12:00,07:40 10 May,19h 40m,2 stops,No info,9968
8088,Jet Airways,6/05/2019,Mumbai,Hyderabad,BOM → HYD,10:20,11:50,1h 30m,non-stop,No info,8040
8089,Multiple carriers,27/03/2019,Delhi,Cochin,DEL → BOM → COK,15:15,01:35 28 Mar,10h 20m,1 stop,No info,6427
8090,IndiGo,6/05/2019,Chennai,Kolkata,MAA → CCU,22:05,00:25 07 May,2h 20m,non-stop,No info,5277
8091,Jet Airways,1/04/2019,Mumbai,Hyderabad,BOM → HYD,02:55,04:20,1h 25m,non-stop,In-flight meal not included,2228
8092,Vistara,24/05/2019,Banglore,Delhi,BLR → DEL,21:00,23:50,2h 50m,non-stop,No info,5613
8093,IndiGo,12/05/2019,Kolkata,Banglore,CCU → MAA → BLR,17:35,22:15,4h 40m,1 stop,No info,6669
8094,Vistara,15/05/2019,Chennai,Kolkata,MAA → CCU,17:45,20:05,2h 20m,non-stop,No info,11982
8095,Jet Airways,21/05/2019,Kolkata,Banglore,CCU → BOM → PNQ → BLR,06:30,07:25 22 May,24h 55m,2 stops,In-flight meal not included,10118
8096,IndiGo,15/03/2019,Kolkata,Banglore,CCU → BLR,21:25,00:05 16 Mar,2h 40m,non-stop,No info,4148
8097,Jet Airways,9/06/2019,Delhi,Cochin,DEL → BOM → COK,02:15,12:35,10h 20m,1 stop,No info,18371
8098,Multiple carriers,12/06/2019,Delhi,Cochin,DEL → BOM → COK,11:30,21:00,9h 30m,1 stop,No info,13587
8099,Air India,6/06/2019,Delhi,Cochin,DEL → HYD → BOM → COK,17:15,19:15 07 Jun,26h,2 stops,No info,12760
8100,Jet Airways,6/06/2019,Delhi,Cochin,DEL → JAI → BOM → COK,09:40,04:25 07 Jun,18h 45m,2 stops,In-flight meal not included,10368
8101,IndiGo,1/06/2019,Mumbai,Hyderabad,BOM → HYD,02:35,04:05,1h 30m,non-stop,No info,3175
8102,SpiceJet,9/05/2019,Chennai,Kolkata,MAA → CCU,09:45,12:00,2h 15m,non-stop,No info,3597
8103,Multiple carriers,27/05/2019,Delhi,Cochin,DEL → BOM → COK,11:30,01:30 28 May,14h,1 stop,In-flight meal not included,6733
8104,Multiple carriers,1/06/2019,Delhi,Cochin,DEL → BOM → COK,03:50,12:35,8h 45m,1 stop,No info,12192
8105,Jet Airways,27/05/2019,Delhi,Cochin,DEL → AMD → BOM → COK,19:10,19:00 28 May,23h 50m,2 stops,No info,15129
8106,Vistara,12/05/2019,Banglore,Delhi,BLR → DEL,11:30,14:20,2h 50m,non-stop,No info,4668
8107,Jet Airways,27/06/2019,Delhi,Cochin,DEL → BOM → COK,17:30,12:35 28 Jun,19h 5m,1 stop,In-flight meal not included,10262
8108,Jet Airways,18/05/2019,Delhi,Cochin,DEL → JAI → BOM → COK,09:40,04:25 19 May,18h 45m,2 stops,No info,15129
8109,Multiple carriers,3/06/2019,Delhi,Cochin,DEL → HYD → COK,07:10,22:30,15h 20m,1 stop,No info,7878
8110,Jet Airways,18/03/2019,Mumbai,Hyderabad,BOM → HYD,10:20,11:50,1h 30m,non-stop,No info,8040
8111,Jet Airways,9/05/2019,Delhi,Cochin,DEL → BOM → COK,02:15,12:35,10h 20m,1 stop,In-flight meal not included,12373
8112,Air India,18/05/2019,Delhi,Cochin,DEL → HYD → BOM → COK,17:15,19:15 19 May,26h,2 stops,No info,12392
8113,IndiGo,18/05/2019,Chennai,Kolkata,MAA → CCU,22:05,00:25 19 May,2h 20m,non-stop,No info,5277
8114,Multiple carriers,21/05/2019,Delhi,Cochin,DEL → BOM → COK,13:00,21:00,8h,1 stop,No info,7888
8115,Multiple carriers,3/06/2019,Delhi,Cochin,DEL → BOM → COK,08:45,19:15,10h 30m,1 stop,No info,9001
8116,IndiGo,21/03/2019,Mumbai,Hyderabad,BOM → HYD,06:20,07:45,1h 25m,non-stop,No info,4049
8117,IndiGo,24/03/2019,Chennai,Kolkata,MAA → CCU,05:15,07:35,2h 20m,non-stop,No info,4326
8118,IndiGo,09/03/2019,Banglore,New Delhi,BLR → DEL,23:30,02:20 13 Mar,2h 50m,non-stop,No info,4777
8119,IndiGo,21/03/2019,Delhi,Cochin,DEL → BOM → COK,11:30,21:00,9h 30m,1 stop,No info,6838
8120,IndiGo,6/06/2019,Delhi,Cochin,DEL → MAA → COK,07:15,12:30,5h 15m,1 stop,No info,6582
8121,Jet Airways,1/06/2019,Delhi,Cochin,DEL → BOM → COK,21:50,12:35 02 Jun,14h 45m,1 stop,In-flight meal not included,10262
8122,Air Asia,01/03/2019,Banglore,New Delhi,BLR → DEL,23:25,02:10 02 Mar,2h 45m,non-stop,Red-eye flight,10873
8123,Jet Airways,27/06/2019,Delhi,Cochin,DEL → BOM → COK,02:15,12:35,10h 20m,1 stop,In-flight meal not included,10262
8124,IndiGo,27/03/2019,Kolkata,Banglore,CCU → BLR,05:30,08:20,2h 50m,non-stop,No info,4148
8125,IndiGo,27/03/2019,Delhi,Cochin,DEL → HYD → MAA → COK,11:55,21:20,9h 25m,2 stops,No info,6494
8126,Jet Airways,21/05/2019,Delhi,Cochin,DEL → BOM → COK,10:00,12:35 22 May,26h 35m,1 stop,In-flight meal not included,12898
8127,Air India,9/06/2019,Delhi,Cochin,DEL → AMD → BOM → COK,05:00,19:15 10 Jun,38h 15m,2 stops,No info,9968
8128,Jet Airways,21/05/2019,Delhi,Cochin,DEL → BOM → COK,15:00,04:25 22 May,13h 25m,1 stop,In-flight meal not included,12898
8129,Multiple carriers,24/05/2019,Delhi,Cochin,DEL → HYD → COK,14:55,22:30,7h 35m,1 stop,No info,7740
8130,Air India,9/05/2019,Kolkata,Banglore,CCU → GAU → BLR,09:50,21:05,11h 15m,1 stop,No info,7452
8131,Jet Airways,21/03/2019,Mumbai,Hyderabad,BOM → HYD,07:10,08:35,1h 25m,non-stop,In-flight meal not included,4160
8132,IndiGo,27/05/2019,Banglore,Delhi,BLR → DEL,08:30,11:20,2h 50m,non-stop,No info,4823
8133,Air India,18/05/2019,Delhi,Cochin,DEL → GOI → BOM → COK,10:55,19:15,8h 20m,2 stops,No info,13486
8134,Jet Airways,27/04/2019,Banglore,Delhi,BLR → DEL,18:55,22:00,3h 5m,non-stop,In-flight meal not included,4544
8135,Air India,21/05/2019,Delhi,Cochin,DEL → HYD → MAA → COK,09:45,09:25 22 May,23h 40m,2 stops,No info,10975
8136,IndiGo,3/05/2019,Chennai,Kolkata,MAA → CCU,14:45,17:05,2h 20m,non-stop,No info,3858
8137,Jet Airways,6/05/2019,Delhi,Cochin,DEL → JAI → BOM → COK,05:30,04:25 07 May,22h 55m,2 stops,No info,15129
8138,Air India,15/06/2019,Delhi,Cochin,DEL → HYD → MAA → COK,09:45,09:25 16 Jun,23h 40m,2 stops,No info,10975
8139,Air Asia,9/05/2019,Delhi,Cochin,DEL → BLR → COK,16:45,22:25,5h 40m,1 stop,No info,6752
8140,Air Asia,18/06/2019,Kolkata,Banglore,CCU → BLR,09:45,12:15,2h 30m,non-stop,No info,3807
8141,Air India,6/03/2019,Delhi,Cochin,DEL → MAA → COK,12:30,09:25 07 Mar,20h 55m,1 stop,No info,13832
8142,Jet Airways,6/04/2019,Banglore,Delhi,BLR → DEL,18:55,22:00,3h 5m,non-stop,In-flight meal not included,4544
8143,Jet Airways,6/06/2019,Kolkata,Banglore,CCU → BOM → BLR,18:55,08:15 07 Jun,13h 20m,1 stop,No info,14571
8144,Vistara,24/06/2019,Chennai,Kolkata,MAA → CCU,17:45,20:05,2h 20m,non-stop,No info,11982
8145,Jet Airways,1/05/2019,Mumbai,Hyderabad,BOM → HYD,07:05,08:30,1h 25m,non-stop,No info,8040
8146,Vistara,18/03/2019,Banglore,New Delhi,BLR → DEL,16:00,18:35,2h 35m,non-stop,No info,11913
8147,Air Asia,24/05/2019,Kolkata,Banglore,CCU → BBI → BLR,06:50,10:30,3h 40m,1 stop,No info,5162
8148,Jet Airways,15/06/2019,Delhi,Cochin,DEL → JAI → BOM → COK,09:40,12:35 16 Jun,26h 55m,2 stops,No info,13014
8149,Jet Airways,18/05/2019,Kolkata,Banglore,CCU → BOM → BLR,21:10,04:40 19 May,7h 30m,1 stop,In-flight meal not included,8586
8150,Multiple carriers,21/05/2019,Delhi,Cochin,DEL → BOM → COK,08:00,19:00,11h,1 stop,No info,10197
8151,Vistara,1/05/2019,Kolkata,Banglore,CCU → DEL → BLR,17:00,20:20 02 May,27h 20m,1 stop,No info,8610
8152,Air Asia,1/06/2019,Banglore,Delhi,BLR → DEL,23:55,02:45 02 Jun,2h 50m,non-stop,No info,7120
8153,Air India,9/05/2019,Delhi,Cochin,DEL → RPR → NAG → BOM → COK,05:15,19:15 10 May,38h,3 stops,No info,10703
8154,Jet Airways,1/06/2019,Delhi,Cochin,DEL → BOM → COK,09:00,04:25 02 Jun,19h 25m,1 stop,In-flight meal not included,10262
8155,Jet Airways,27/06/2019,Delhi,Cochin,DEL → IDR → BOM → COK,05:30,19:00,13h 30m,2 stops,In-flight meal not included,11507
8156,IndiGo,6/06/2019,Banglore,Delhi,BLR → DEL,21:15,00:15 07 Jun,3h,non-stop,No info,3943
8157,Jet Airways,15/06/2019,Delhi,Cochin,DEL → IDR → BOM → COK,09:35,12:35 16 Jun,27h,2 stops,No info,13292
8158,IndiGo,21/03/2019,Banglore,New Delhi,BLR → IDR → DEL,13:40,18:35,4h 55m,1 stop,No info,7166
8159,Jet Airways,15/06/2019,Delhi,Cochin,DEL → BOM → COK,13:00,19:00,6h,1 stop,In-flight meal not included,10262
8160,Air Asia,12/06/2019,Delhi,Cochin,DEL → BLR → COK,20:45,07:10 13 Jun,10h 25m,1 stop,No info,6152
8161,Jet Airways,15/05/2019,Kolkata,Banglore,CCU → DEL → BLR,09:35,22:05,12h 30m,1 stop,In-flight meal not included,10703
8162,Jet Airways,21/05/2019,Banglore,Delhi,BLR → DEL,07:10,10:10,3h,non-stop,In-flight meal not included,4030
8163,Multiple carriers,6/03/2019,Delhi,Cochin,DEL → BOM → COK,17:30,01:35 07 Mar,8h 5m,1 stop,No info,17057
8164,IndiGo,18/06/2019,Chennai,Kolkata,MAA → CCU,07:55,10:15,2h 20m,non-stop,No info,3850
8165,Jet Airways,6/05/2019,Kolkata,Banglore,CCU → BOM → BLR,20:00,09:20 07 May,13h 20m,1 stop,No info,14388
8166,IndiGo,3/04/2019,Delhi,Cochin,DEL → MAA → COK,02:00,07:25,5h 25m,1 stop,No info,4744
8167,Jet Airways,1/06/2019,Delhi,Cochin,DEL → BOM → COK,17:30,12:35 02 Jun,19h 5m,1 stop,In-flight meal not included,10262
8168,Air India,03/03/2019,Banglore,New Delhi,BLR → DEL,21:10,23:55,2h 45m,non-stop,No info,7591
8169,Air Asia,27/05/2019,Delhi,Cochin,DEL → BLR → COK,07:55,22:25,14h 30m,1 stop,No info,6152
8170,Jet Airways,06/03/2019,Banglore,New Delhi,BLR → BOM → DEL,08:55,09:00 07 Mar,24h 5m,1 stop,No info,15025
8171,IndiGo,3/03/2019,Mumbai,Hyderabad,BOM → HYD,16:55,18:25,1h 30m,non-stop,No info,6795
8172,Air India,24/05/2019,Kolkata,Banglore,CCU → DEL → BLR,17:30,20:25 25 May,26h 55m,1 stop,No info,10623
8173,IndiGo,24/05/2019,Chennai,Kolkata,MAA → CCU,07:55,10:15,2h 20m,non-stop,No info,3850
8174,Jet Airways,21/03/2019,Delhi,Cochin,DEL → AMD → BOM → COK,19:10,18:50 22 Mar,23h 40m,2 stops,In-flight meal not included,6643
8175,Jet Airways,1/05/2019,Kolkata,Banglore,CCU → BOM → BLR,14:05,22:35,8h 30m,1 stop,In-flight meal not included,10844
8176,Air India,27/05/2019,Delhi,Cochin,DEL → AMD → BOM → COK,19:45,19:15 28 May,23h 30m,2 stops,No info,10441
8177,Multiple carriers,27/06/2019,Delhi,Cochin,DEL → BOM → COK,17:30,01:30 28 Jun,8h,1 stop,No info,13377
8178,Air India,18/05/2019,Delhi,Cochin,DEL → JDH → BOM → COK,12:55,19:15 19 May,30h 20m,2 stops,No info,13696
8179,IndiGo,3/06/2019,Banglore,Delhi,BLR → DEL,00:25,03:15,2h 50m,non-stop,No info,3943
8180,Air India,24/06/2019,Delhi,Cochin,DEL → AMD → BOM → COK,19:45,19:15 25 Jun,23h 30m,2 stops,No info,9443
8181,Jet Airways,1/06/2019,Delhi,Cochin,DEL → JAI → BOM → COK,05:30,04:25 02 Jun,22h 55m,2 stops,No info,13014
8182,Air India,24/03/2019,Banglore,New Delhi,BLR → HYD → VGA → DEL,17:00,22:55 19 Mar,29h 55m,2 stops,No info,8114
8183,SpiceJet,24/06/2019,Delhi,Cochin,DEL → MAA → COK,06:05,11:20,5h 15m,1 stop,No info,5583
8184,Jet Airways,12/03/2019,Banglore,New Delhi,BLR → BOM → DEL,16:55,08:15 13 Mar,15h 20m,1 stop,No info,13817
8185,Multiple carriers,27/03/2019,Delhi,Cochin,DEL → BOM → COK,12:50,19:15,6h 25m,1 stop,No info,6953
8186,Multiple carriers,27/03/2019,Delhi,Cochin,DEL → BOM → COK,10:20,21:00,10h 40m,1 stop,No info,6637
8187,IndiGo,3/04/2019,Kolkata,Banglore,CCU → BLR,09:35,12:20,2h 45m,non-stop,No info,4174
8188,Air India,21/03/2019,Delhi,Cochin,DEL → HYD → MAA → COK,09:45,09:25 22 Mar,23h 40m,2 stops,No info,8140
8189,Jet Airways,12/03/2019,Banglore,New Delhi,BLR → BOM → DEL,07:00,23:00,16h,1 stop,No info,13817
8190,Jet Airways,6/06/2019,Delhi,Cochin,DEL → BOM → COK,09:00,19:00,10h,1 stop,In-flight meal not included,10262
8191,IndiGo,18/05/2019,Delhi,Cochin,DEL → BLR → COK,15:10,20:00,4h 50m,1 stop,No info,6496
8192,IndiGo,15/06/2019,Delhi,Cochin,DEL → PNQ → COK,23:30,04:35 16 Jun,5h 5m,1 stop,No info,10112
8193,Air India,27/05/2019,Delhi,Cochin,DEL → HYD → MAA → COK,13:15,09:25 28 May,20h 10m,2 stops,No info,10467
8194,IndiGo,1/06/2019,Delhi,Cochin,DEL → BOM → COK,10:35,01:30 02 Jun,14h 55m,1 stop,No info,6206
8195,Air India,24/05/2019,Kolkata,Banglore,CCU → BBI → BOM → BLR,12:00,18:30 25 May,30h 30m,2 stops,No info,10151
8196,IndiGo,12/06/2019,Kolkata,Banglore,CCU → BLR,15:15,17:45,2h 30m,non-stop,No info,4804
8197,GoAir,24/03/2019,Banglore,New Delhi,BLR → DEL,07:45,10:40,2h 55m,non-stop,No info,5048
8198,Jet Airways,6/06/2019,Mumbai,Hyderabad,BOM → HYD,02:55,04:20,1h 25m,non-stop,In-flight meal not included,4050
8199,SpiceJet,1/06/2019,Banglore,Delhi,BLR → DEL,09:30,12:20,2h 50m,non-stop,No check-in baggage included,3919
8200,Jet Airways,9/06/2019,Kolkata,Banglore,CCU → BOM → BLR,21:10,08:15 10 Jun,11h 5m,1 stop,In-flight meal not included,11841
8201,IndiGo,24/04/2019,Delhi,Cochin,DEL → BOM → COK,20:25,01:30 25 Apr,5h 5m,1 stop,No info,5065
8202,Air India,9/05/2019,Kolkata,Banglore,CCU → BBI → BOM → BLR,12:00,18:30 10 May,30h 30m,2 stops,No info,9626
8203,IndiGo,27/06/2019,Banglore,Delhi,BLR → DEL,22:10,01:00 28 Jun,2h 50m,non-stop,No info,3419
8204,Air India,9/06/2019,Kolkata,Banglore,CCU → GAU → IMF → DEL → BLR,09:50,23:15,13h 25m,3 stops,No info,14960
8205,IndiGo,9/06/2019,Banglore,Delhi,BLR → DEL,21:15,00:15 10 Jun,3h,non-stop,No info,3943
8206,Multiple carriers,9/05/2019,Delhi,Cochin,DEL → BOM → COK,09:00,19:15,10h 15m,1 stop,No info,14323
8207,Air India,9/06/2019,Kolkata,Banglore,CCU → BOM → COK → BLR,16:50,13:45 10 Jun,20h 55m,2 stops,No info,11752
8208,Multiple carriers,6/06/2019,Delhi,Cochin,DEL → BOM → COK,08:30,19:15,10h 45m,1 stop,No info,7677
8209,Multiple carriers,24/05/2019,Delhi,Cochin,DEL → BOM → COK,13:00,21:00,8h,1 stop,No info,14067
8210,Jet Airways,1/05/2019,Kolkata,Banglore,CCU → BOM → BLR,21:10,09:20 02 May,12h 10m,1 stop,No info,14781
8211,Jet Airways,15/05/2019,Kolkata,Banglore,CCU → DEL → BLR,17:00,14:25 16 May,21h 25m,1 stop,No info,11467
8212,Jet Airways,21/05/2019,Delhi,Cochin,DEL → ATQ → BOM → COK,20:00,04:25 22 May,8h 25m,2 stops,No info,16263
8213,Jet Airways,18/05/2019,Delhi,Cochin,DEL → BOM → COK,19:15,04:25 19 May,9h 10m,1 stop,In-flight meal not included,12373
8214,Multiple carriers,15/06/2019,Delhi,Cochin,DEL → BOM → COK,12:50,21:00,8h 10m,1 stop,No info,7005
8215,IndiGo,18/05/2019,Delhi,Cochin,DEL → BLR → COK,05:10,10:05,4h 55m,1 stop,No info,7580
8216,Air India,18/05/2019,Delhi,Cochin,DEL → GOI → BOM → COK,22:00,19:15 19 May,21h 15m,2 stops,No info,10441
8217,Jet Airways,18/05/2019,Banglore,Delhi,BLR → DEL,17:45,20:45,3h,non-stop,No info,7229
8218,IndiGo,9/04/2019,Delhi,Cochin,DEL → BOM → COK,06:40,21:00,14h 20m,1 stop,No info,6093
8219,SpiceJet,15/06/2019,Kolkata,Banglore,CCU → BLR,06:55,09:30,2h 35m,non-stop,No info,3873
8220,Jet Airways,24/06/2019,Delhi,Cochin,DEL → BOM → COK,21:50,04:25 25 Jun,6h 35m,1 stop,In-flight meal not included,10262
